Order_item_ID,Order_ID,Customer_ID,Order_date,ID (SKU),Inventory_ID,Size,Color,Quantity,Unit_price(INR),Line_total(INR),Payment_method,Payment_status,Order_status,Warehouse_shipped_from,Courier_partner,Tracking_number,Shipped_at,Expected_delivery,Delivered_at,Return_reason,Shipping_city,Shipping_pincode
OI-000404,ORD-2026-000245,CUST-0167,2026-07-17 08:04,APL-BTM-M-063,APL-BTM-M-063-XS-COB,XS,Cobalt,1,799,799,Wallet,paid,pending,BLR-FC1,,,,,,,Pune,411001
OI-000405,ORD-2026-000246,CUST-0094,2026-06-18 21:15,APL-TOP-M-005,APL-TOP-M-005-M-NAV,M,Navy,1,1499,1499,Credit/Debit Card,paid,delivered,DEL-FC1,Bluedart,AWB9129820969,2026-06-19,2026-06-23,2026-06-22,,Bengaluru,560001
OI-000406,ORD-2026-000246,CUST-0094,2026-06-18 21:15,APL-TOP-M-007,APL-TOP-M-007-L-MUS,L,Mustard,1,1499,1499,Credit/Debit Card,paid,delivered,DEL-FC1,Bluedart,AWB9129820969,2026-06-19,2026-06-23,2026-06-22,,Bengaluru,560001
OI-000407,ORD-2026-000246,CUST-0094,2026-06-18 21:15,APL-TOP-M-051,APL-TOP-M-051-XS-NAV,XS,Navy-White,1,799,799,Credit/Debit Card,paid,delivered,DEL-FC1,Bluedart,AWB9129820969,2026-06-19,2026-06-23,2026-06-22,,Bengaluru,560001
OI-000408,ORD-2026-000247,CUST-0113,2026-07-08 16:45,APL-TOP-M-059,APL-TOP-M-059-L-CHA,L,Charcoal,1,2299,2299,COD,paid,delivered,DEL-FC1,XpressBees,AWB1819435321,2026-07-09,2026-07-11,2026-07-12,,Delhi,110001
OI-000409,ORD-2026-000248,CUST-0087,2026-07-10 11:30,APL-BTM-M-060,APL-BTM-M-060-S-WAS,S,Washed Blue,1,1999,1999,Netbanking,paid,delivered,DEL-FC1,Delhivery,AWB9008668825,2026-07-11,2026-07-13,2026-07-13,,Kolkata,700001
OI-000410,ORD-2026-000249,CUST-0118,2026-07-07 20:28,APL-TOP-F-068,APL-TOP-F-068-L-DUS,L,Dusty Rose,2,1299,2598,UPI,paid,delivered,DEL-FC1,Delhivery,AWB2105183654,2026-07-10,2026-07-15,2026-07-15,,Pune,411001
OI-000411,ORD-2026-000250,CUST-0165,2026-06-14 16:41,APL-BTM-M-014,APL-BTM-M-014-XL-BLA,XL,Black,1,1999,1999,COD,paid,delivered,BLR-FC1,Bluedart,AWB1974483965,2026-06-15,2026-06-17,2026-06-20,,Lucknow,226001
OI-000412,ORD-2026-000251,CUST-0010,2026-05-27 21:12,APL-ACC-M-096,APL-ACC-M-096-M-NAV,M,Navy,2,599,1198,UPI,paid,delivered,BLR-FC1,Delhivery,AWB3079665393,2026-05-30,2026-06-01,2026-05-31,,Mumbai,400001
OI-000413,ORD-2026-000252,CUST-0126,2026-07-03 22:13,APL-TOP-M-009,APL-TOP-M-009-XS-NAV,XS,Navy,1,3999,3999,UPI,paid,delivered,BLR-FC1,Bluedart,AWB6057359937,2026-07-04,2026-07-09,2026-07-08,,Ahmedabad,380001
OI-000414,ORD-2026-000252,CUST-0126,2026-07-03 22:13,APL-BTM-M-063,APL-BTM-M-063-M-COB,M,Cobalt,1,799,799,UPI,paid,delivered,BLR-FC1,Bluedart,AWB6057359937,2026-07-04,2026-07-09,2026-07-08,,Ahmedabad,380001
OI-000415,ORD-2026-000253,CUST-0001,2026-06-10 17:29,APL-TOP-M-006,APL-TOP-M-006-XS-BLA,XS,Black,1,2999,2999,COD,paid,delivered,DEL-FC1,DTDC,AWB3242857602,2026-06-10,2026-06-15,2026-06-15,,Chennai,600001
OI-000416,ORD-2026-000254,CUST-0109,2026-06-21 15:50,APL-BTM-M-064,APL-BTM-M-064-XL-KHA,XL,Khaki,2,999,1998,COD,paid,delivered,MUM-FC1,Ekart,AWB5516547555,2026-06-23,2026-06-25,2026-06-24,,Delhi,110001
OI-000417,ORD-2026-000254,CUST-0109,2026-06-21 15:50,APL-TOP-F-021,APL-TOP-F-021-L-TEA,L,Teal,1,2299,2299,COD,paid,delivered,MUM-FC1,Ekart,AWB5516547555,2026-06-23,2026-06-25,2026-06-24,,Delhi,110001
OI-000418,ORD-2026-000254,CUST-0109,2026-06-21 15:50,APL-BTM-M-064,APL-BTM-M-064-L-KHA,L,Khaki,1,999,999,COD,paid,delivered,MUM-FC1,Ekart,AWB5516547555,2026-06-23,2026-06-25,2026-06-24,,Delhi,110001
OI-000419,ORD-2026-000254,CUST-0109,2026-06-21 15:50,APL-ACC-F-050,APL-ACC-F-050-S-BLA,S,Black,1,499,499,COD,paid,delivered,MUM-FC1,Ekart,AWB5516547555,2026-06-23,2026-06-25,2026-06-24,,Delhi,110001
OI-000420,ORD-2026-000255,CUST-0170,2026-06-24 09:28,APL-TOP-M-058,APL-TOP-M-058-XXL-WHI,XXL,White,1,599,599,COD,paid,delivered,MUM-FC1,DTDC,AWB2640648159,2026-06-24,2026-06-26,2026-06-30,,Pune,411001
OI-000421,ORD-2026-000255,CUST-0170,2026-06-24 09:28,APL-BTM-F-078,APL-BTM-F-078-XS-DAR,XS,Dark Blue,1,1999,1999,COD,paid,delivered,MUM-FC1,DTDC,AWB2640648159,2026-06-24,2026-06-26,2026-06-30,,Pune,411001
OI-000422,ORD-2026-000255,CUST-0170,2026-06-24 09:28,APL-BTM-M-067,APL-BTM-M-067-XL-BRO,XL,Brown,1,1799,1799,COD,paid,delivered,MUM-FC1,DTDC,AWB2640648159,2026-06-24,2026-06-26,2026-06-30,,Pune,411001
OI-000423,ORD-2026-000255,CUST-0170,2026-06-24 09:28,APL-ACC-M-097,APL-ACC-M-097-L-ASS,L,Assorted Prints,1,799,799,COD,paid,delivered,MUM-FC1,DTDC,AWB2640648159,2026-06-24,2026-06-26,2026-06-30,,Pune,411001
OI-000424,ORD-2026-000256,CUST-0175,2026-06-17 20:58,APL-BTM-M-065,APL-BTM-M-065-XXL-BLA,XXL,Black,1,1999,1999,COD,not_charged,cancelled,MUM-FC1,,,,,,,Lucknow,226001
OI-000425,ORD-2026-000257,CUST-0060,2026-07-09 11:34,APL-BTM-F-029,APL-BTM-F-029-L-BEI,L,Beige,1,1499,1499,Netbanking,paid,shipped,BLR-FC1,Ekart,AWB8588695433,2026-07-10,2026-07-15,,,Hyderabad,500001
OI-000426,ORD-2026-000258,CUST-0069,2026-07-17 22:25,APL-BTM-M-062,APL-BTM-M-062-S-BEI,S,Beige,1,1499,1499,COD,pending,confirmed,BLR-FC1,,,,,,,Ahmedabad,380001
OI-000427,ORD-2026-000259,CUST-0112,2026-06-10 19:01,APL-TOP-M-052,APL-TOP-M-052-XS-GRE,XS,Green-Navy Check,1,1499,1499,COD,paid,delivered,MUM-FC1,Ekart,AWB3725529239,2026-06-13,2026-06-16,2026-06-19,,Mumbai,400001
OI-000428,ORD-2026-000259,CUST-0112,2026-06-10 19:01,APL-TOP-F-069,APL-TOP-F-069-XS-BLA,XS,Black,1,999,999,COD,paid,delivered,MUM-FC1,Ekart,AWB3725529239,2026-06-13,2026-06-16,2026-06-19,,Mumbai,400001
OI-000429,ORD-2026-000260,CUST-0066,2026-07-10 15:54,APL-ACC-F-050,APL-ACC-F-050-L-WHI,L,White,1,499,499,UPI,paid,delivered,MUM-FC1,DTDC,AWB2170113474,2026-07-12,2026-07-18,2026-07-13,,Bengaluru,560001
OI-000430,ORD-2026-000260,CUST-0066,2026-07-10 15:54,APL-TOP-F-021,APL-TOP-F-021-XL-COR,XL,Coral,1,2299,2299,UPI,paid,delivered,MUM-FC1,DTDC,AWB2170113474,2026-07-12,2026-07-18,2026-07-13,,Bengaluru,560001
OI-000431,ORD-2026-000261,CUST-0059,2026-06-04 20:15,APL-TOP-M-006,APL-TOP-M-006-M-OLI,M,Olive,1,2999,2999,UPI,refunded,cancelled,DEL-FC1,,,,,,,Mumbai,400001
OI-000432,ORD-2026-000262,CUST-0082,2026-06-14 21:16,APL-BTM-M-013,APL-BTM-M-013-XXL-KHA,XXL,Khaki,1,1299,1299,UPI,paid,delivered,DEL-FC1,Delhivery,AWB6706522191,2026-06-16,2026-06-20,2026-06-21,,Chennai,600001
OI-000433,ORD-2026-000263,CUST-0144,2026-06-14 21:44,APL-TOP-M-059,APL-TOP-M-059-M-CHA,M,Charcoal,1,2299,2299,UPI,paid,delivered,DEL-FC1,XpressBees,AWB1653908146,2026-06-14,2026-06-20,2026-06-20,,Chennai,600001
OI-000434,ORD-2026-000264,CUST-0060,2026-06-10 15:36,APL-TOP-F-020,APL-TOP-F-020-XXL-WHI,XXL,White,1,799,799,Wallet,refunded,returned,DEL-FC1,XpressBees,AWB7584838219,2026-06-10,2026-06-16,2026-06-16,Size too large,Hyderabad,500001
OI-000435,ORD-2026-000265,CUST-0132,2026-06-19 19:29,APL-BTM-M-065,APL-BTM-M-065-M-OLI,M,Olive,1,1999,1999,UPI,paid,delivered,MUM-FC1,Ekart,AWB6266967246,2026-06-19,2026-06-21,2026-06-22,,Chennai,600001
OI-000436,ORD-2026-000265,CUST-0132,2026-06-19 19:29,APL-TOP-F-071,APL-TOP-F-071-XL-LIG,XL,Light Blue,1,2499,2499,UPI,paid,delivered,MUM-FC1,Ekart,AWB6266967246,2026-06-19,2026-06-21,2026-06-22,,Chennai,600001
OI-000437,ORD-2026-000265,CUST-0132,2026-06-19 19:29,APL-BTM-M-065,APL-BTM-M-065-XXL-OLI,XXL,Olive,1,1999,1999,UPI,paid,delivered,MUM-FC1,Ekart,AWB6266967246,2026-06-19,2026-06-21,2026-06-22,,Chennai,600001
OI-000438,ORD-2026-000266,CUST-0081,2026-07-18 13:32,APL-TOP-F-019,APL-TOP-F-019-S-FLO,S,Floral Coral,1,1999,1999,COD,pending,pending,BLR-FC1,,,,,,,Hyderabad,500001
OI-000439,ORD-2026-000267,CUST-0134,2026-06-17 15:33,APL-BTM-F-082,APL-BTM-F-082-XS-BLU,XS,Blush,2,1199,2398,COD,refunded,returned,BLR-FC1,XpressBees,AWB3205704665,2026-06-18,2026-06-22,2026-06-22,Quality not as expected,Kochi,682001
OI-000440,ORD-2026-000268,CUST-0096,2026-06-12 19:59,APL-TOP-M-004,APL-TOP-M-004-M-MAR,M,Maroon,1,1999,1999,Credit/Debit Card,refunded,returned,MUM-FC1,Ekart,AWB1553844782,2026-06-12,2026-06-18,2026-06-16,Color mismatch,Mumbai,400001
OI-000441,ORD-2026-000268,CUST-0096,2026-06-12 19:59,APL-BTM-M-064,APL-BTM-M-064-L-COR,L,Coral,1,999,999,Credit/Debit Card,refunded,returned,MUM-FC1,Ekart,AWB1553844782,2026-06-12,2026-06-18,2026-06-16,Color mismatch,Mumbai,400001
OI-000442,ORD-2026-000269,CUST-0088,2026-07-09 14:44,APL-TOP-F-071,APL-TOP-F-071-XL-WHI,XL,White,1,2499,2499,UPI,paid,shipped,MUM-FC1,Bluedart,AWB2357240727,2026-07-11,2026-07-13,,,Chennai,600001
OI-000443,ORD-2026-000269,CUST-0088,2026-07-09 14:44,APL-ACC-F-050,APL-ACC-F-050-S-WHI,S,White,1,499,499,UPI,paid,shipped,MUM-FC1,Bluedart,AWB2357240727,2026-07-11,2026-07-13,,,Chennai,600001
OI-000444,ORD-2026-000269,CUST-0088,2026-07-09 14:44,APL-TOP-M-058,APL-TOP-M-058-XS-BLA,XS,Black,1,599,599,UPI,paid,shipped,MUM-FC1,Bluedart,AWB2357240727,2026-07-11,2026-07-13,,,Chennai,600001
OI-000445,ORD-2026-000270,CUST-0087,2026-06-05 15:35,APL-TOP-F-026,APL-TOP-F-026-XL-SKY,XL,Sky,1,999,999,Credit/Debit Card,paid,delivered,BLR-FC1,XpressBees,AWB8777637527,2026-06-05,2026-06-11,2026-06-09,,Chandigarh,160017
OI-000446,ORD-2026-000271,CUST-0034,2026-06-03 15:06,APL-TOP-M-054,APL-TOP-M-054-XXL-FOR,XXL,Forest Green,1,1499,1499,Credit/Debit Card,paid,delivered,BLR-FC1,DTDC,AWB7937921803,2026-06-05,2026-06-08,2026-06-08,,Bengaluru,560001
OI-000447,ORD-2026-000272,CUST-0169,2026-06-10 21:14,APL-TOP-M-051,APL-TOP-M-051-M-OLI,M,Olive-Cream,1,799,799,Credit/Debit Card,refunded,returned,DEL-FC1,Delhivery,AWB6866232221,2026-06-12,2026-06-16,2026-06-15,Size too large,Kochi,682001
OI-000448,ORD-2026-000272,CUST-0169,2026-06-10 21:14,APL-TOP-M-051,APL-TOP-M-051-XS-NAV,XS,Navy-White,1,799,799,Credit/Debit Card,refunded,returned,DEL-FC1,Delhivery,AWB6866232221,2026-06-12,2026-06-16,2026-06-15,Changed mind,Kochi,682001
OI-000449,ORD-2026-000273,CUST-0106,2026-06-13 17:48,APL-ACC-M-035,APL-ACC-M-035-FS-GOL,Free Size,Gold-Green,1,999,999,COD,paid,delivered,MUM-FC1,Bluedart,AWB6694740409,2026-06-13,2026-06-17,2026-06-17,,Bengaluru,560001
OI-000450,ORD-2026-000273,CUST-0106,2026-06-13 17:48,APL-TOP-M-058,APL-TOP-M-058-XS-BLA,XS,Black,1,599,599,COD,paid,delivered,MUM-FC1,Bluedart,AWB6694740409,2026-06-13,2026-06-17,2026-06-17,,Bengaluru,560001
OI-000451,ORD-2026-000273,CUST-0106,2026-06-13 17:48,APL-BTM-M-066,APL-BTM-M-066-XXL-GRE,XXL,Grey Melange,2,599,1198,COD,paid,delivered,MUM-FC1,Bluedart,AWB6694740409,2026-06-13,2026-06-17,2026-06-17,,Bengaluru,560001
OI-000452,ORD-2026-000274,CUST-0045,2026-06-06 10:54,APL-BTM-M-015,APL-BTM-M-015-XS-NAV,XS,Navy,1,999,999,COD,paid,delivered,DEL-FC1,DTDC,AWB8657534113,2026-06-07,2026-06-12,2026-06-13,,Lucknow,226001
OI-000453,ORD-2026-000274,CUST-0045,2026-06-06 10:54,APL-BTM-F-033,APL-BTM-F-033-XXL-ROS,XXL,Rosewood,1,1299,1299,COD,paid,delivered,DEL-FC1,DTDC,AWB8657534113,2026-06-07,2026-06-12,2026-06-13,,Lucknow,226001
OI-000454,ORD-2026-000274,CUST-0045,2026-06-06 10:54,APL-BTM-F-034,APL-BTM-F-034-XXL-DEE,XXL,Deep Blue,1,1299,1299,COD,paid,delivered,DEL-FC1,DTDC,AWB8657534113,2026-06-07,2026-06-12,2026-06-13,,Lucknow,226001
OI-000455,ORD-2026-000275,CUST-0007,2026-07-13 13:04,APL-BTM-M-065,APL-BTM-M-065-L-OLI,L,Olive,1,1999,1999,UPI,paid,out_for_delivery,MUM-FC1,XpressBees,AWB7315636831,2026-07-14,2026-07-19,,,Ahmedabad,380001
OI-000456,ORD-2026-000275,CUST-0007,2026-07-13 13:04,APL-BTM-M-067,APL-BTM-M-067-M-RUS,M,Rust,3,1799,5397,UPI,paid,out_for_delivery,MUM-FC1,XpressBees,AWB7315636831,2026-07-14,2026-07-19,,,Ahmedabad,380001
OI-000457,ORD-2026-000275,CUST-0007,2026-07-13 13:04,APL-TOP-F-024,APL-TOP-F-024-L-GRE,L,Grey,2,1499,2998,UPI,paid,out_for_delivery,MUM-FC1,XpressBees,AWB7315636831,2026-07-14,2026-07-19,,,Ahmedabad,380001
OI-000458,ORD-2026-000276,CUST-0018,2026-06-27 22:42,APL-BTM-F-079,APL-BTM-F-079-L-LIG,L,Light Blue,1,1299,1299,COD,paid,delivered,MUM-FC1,Delhivery,AWB7739807151,2026-06-30,2026-07-02,2026-07-01,,Lucknow,226001
OI-000459,ORD-2026-000276,CUST-0018,2026-06-27 22:42,APL-TOP-F-024,APL-TOP-F-024-M-LIL,M,Lilac,1,1499,1499,COD,paid,delivered,MUM-FC1,Delhivery,AWB7739807151,2026-06-30,2026-07-02,2026-07-01,,Lucknow,226001
OI-000460,ORD-2026-000277,CUST-0132,2026-06-29 11:50,APL-TOP-M-054,APL-TOP-M-054-XXL-GRE,XXL,Grey Melange,1,1499,1499,UPI,paid,delivered,BLR-FC1,Bluedart,AWB9288292299,2026-06-30,2026-07-02,2026-07-02,,Chandigarh,160017
OI-000461,ORD-2026-000278,CUST-0048,2026-06-13 08:42,APL-BTM-M-015,APL-BTM-M-015-L-BLA,L,Black,2,999,1998,COD,paid,delivered,DEL-FC1,Bluedart,AWB7739236190,2026-06-13,2026-06-19,2026-06-14,,Jaipur,302001
OI-000462,ORD-2026-000278,CUST-0048,2026-06-13 08:42,APL-TOP-F-068,APL-TOP-F-068-XL-IVO,XL,Ivory,2,1299,2598,COD,paid,delivered,DEL-FC1,Bluedart,AWB7739236190,2026-06-13,2026-06-19,2026-06-14,,Jaipur,302001
OI-000463,ORD-2026-000278,CUST-0048,2026-06-13 08:42,APL-TOP-M-001,APL-TOP-M-001-XS-NAV,XS,Navy,1,499,499,COD,paid,delivered,DEL-FC1,Bluedart,AWB7739236190,2026-06-13,2026-06-19,2026-06-14,,Jaipur,302001
OI-000464,ORD-2026-000279,CUST-0056,2026-06-02 16:13,APL-ACC-M-092,APL-ACC-M-092-FS-NAV,Free Size,Navy-White,1,699,699,Credit/Debit Card,paid,delivered,DEL-FC1,DTDC,AWB2185463156,2026-06-04,2026-06-10,2026-06-08,,Kolkata,700001
OI-000465,ORD-2026-000280,CUST-0024,2026-06-11 22:45,APL-TOP-M-056,APL-TOP-M-056-XXL-MID,XXL,Mid-Blue,1,2999,2999,COD,paid,delivered,MUM-FC1,Bluedart,AWB4095776304,2026-06-12,2026-06-15,2026-06-18,,Hyderabad,500001
OI-000466,ORD-2026-000281,CUST-0109,2026-07-11 08:28,APL-TOP-M-058,APL-TOP-M-058-L-BLA,L,Black,3,599,1797,Netbanking,paid,shipped,MUM-FC1,XpressBees,AWB7627217690,2026-07-11,2026-07-16,,,Jaipur,302001
OI-000467,ORD-2026-000282,CUST-0059,2026-06-27 17:27,APL-TOP-M-059,APL-TOP-M-059-XS-MAR,XS,Maroon,1,2299,2299,UPI,paid,delivered,DEL-FC1,Bluedart,AWB7462040198,2026-06-29,2026-07-01,2026-07-01,,Mumbai,400001
OI-000468,ORD-2026-000283,CUST-0152,2026-05-31 15:33,APL-TOP-M-057,APL-TOP-M-057-M-BLA,M,Black,1,2499,2499,UPI,paid,delivered,DEL-FC1,Delhivery,AWB5153206827,2026-06-02,2026-06-07,2026-06-06,,Delhi,110001
OI-000469,ORD-2026-000284,CUST-0177,2026-06-18 15:55,APL-ACC-F-100,APL-ACC-F-100-L-BLA,L,Black,1,499,499,UPI,paid,delivered,BLR-FC1,Ekart,AWB9384076227,2026-06-21,2026-06-26,2026-06-26,,Chandigarh,160017
OI-000470,ORD-2026-000285,CUST-0002,2026-07-06 13:43,APL-TOP-M-001,APL-TOP-M-001-M-NAV,M,Navy,1,499,499,COD,paid,delivered,DEL-FC1,Ekart,AWB6078423140,2026-07-06,2026-07-12,2026-07-07,,Lucknow,226001
OI-000471,ORD-2026-000286,CUST-0123,2026-07-01 16:57,APL-BTM-M-061,APL-BTM-M-061-M-STO,M,Stone,1,1799,1799,COD,not_charged,cancelled,MUM-FC1,,,,,,,Pune,411001
OI-000472,ORD-2026-000287,CUST-0156,2026-06-07 08:23,APL-TOP-F-069,APL-TOP-F-069-XXL-BLA,XXL,Black,1,999,999,Credit/Debit Card,refunded,returned,MUM-FC1,Delhivery,AWB8823060718,2026-06-08,2026-06-12,2026-06-10,Changed mind,Lucknow,226001
OI-000473,ORD-2026-000287,CUST-0156,2026-06-07 08:23,APL-TOP-M-004,APL-TOP-M-004-XS-CHA,XS,Charcoal,1,1999,1999,Credit/Debit Card,refunded,returned,MUM-FC1,Delhivery,AWB8823060718,2026-06-08,2026-06-12,2026-06-10,Size too large,Lucknow,226001
OI-000474,ORD-2026-000287,CUST-0156,2026-06-07 08:23,APL-TOP-F-021,APL-TOP-F-021-XXL-TEA,XXL,Teal,1,2299,2299,Credit/Debit Card,refunded,returned,MUM-FC1,Delhivery,AWB8823060718,2026-06-08,2026-06-12,2026-06-10,Size too large,Lucknow,226001
OI-000475,ORD-2026-000287,CUST-0156,2026-06-07 08:23,APL-TOP-M-052,APL-TOP-M-052-XL-RED,XL,Red-Black Check,1,1499,1499,Credit/Debit Card,refunded,returned,MUM-FC1,Delhivery,AWB8823060718,2026-06-08,2026-06-12,2026-06-10,Different from images,Lucknow,226001
OI-000476,ORD-2026-000288,CUST-0032,2026-06-15 22:06,APL-BTM-M-013,APL-BTM-M-013-XS-KHA,XS,Khaki,1,1299,1299,Wallet,paid,delivered,DEL-FC1,XpressBees,AWB6951790107,2026-06-15,2026-06-20,2026-06-16,,Mumbai,400001
OI-000477,ORD-2026-000288,CUST-0032,2026-06-15 22:06,APL-BTM-F-080,APL-BTM-F-080-S-COC,S,Cocoa,1,699,699,Wallet,paid,delivered,DEL-FC1,XpressBees,AWB6951790107,2026-06-15,2026-06-20,2026-06-16,,Mumbai,400001
OI-000478,ORD-2026-000289,CUST-0022,2026-07-18 08:01,APL-ACC-M-086,APL-ACC-M-086-FS-GUN,Free Size,Gunmetal,1,1199,1199,UPI,paid,confirmed,DEL-FC1,,,,,,,Ahmedabad,380001
OI-000479,ORD-2026-000290,CUST-0051,2026-05-27 14:20,APL-BTM-M-017,APL-BTM-M-017-L-SAG,L,Sage,1,999,999,UPI,paid,delivered,MUM-FC1,Bluedart,AWB8703869283,2026-05-27,2026-05-30,2026-06-02,,Bengaluru,560001
OI-000480,ORD-2026-000290,CUST-0051,2026-05-27 14:20,APL-BTM-F-081,APL-BTM-F-081-S-BLA,S,Black,1,1299,1299,UPI,paid,delivered,MUM-FC1,Bluedart,AWB8703869283,2026-05-27,2026-05-30,2026-06-02,,Bengaluru,560001
OI-000481,ORD-2026-000291,CUST-0009,2026-06-22 22:36,APL-ACC-M-085,APL-ACC-M-085-FS-TOR,Free Size,Tortoise-Gold,2,999,1998,COD,not_charged,cancelled,MUM-FC1,,,,,,,Bengaluru,560001
OI-000482,ORD-2026-000291,CUST-0009,2026-06-22 22:36,APL-ACC-M-041,APL-ACC-M-041-FS-OLI,Free Size,Olive,2,799,1598,COD,not_charged,cancelled,MUM-FC1,,,,,,,Bengaluru,560001
OI-000483,ORD-2026-000292,CUST-0144,2026-06-24 19:24,APL-BTM-M-066,APL-BTM-M-066-L-GRE,L,Grey Melange,2,599,1198,COD,paid,delivered,MUM-FC1,Delhivery,AWB7742586880,2026-06-26,2026-06-29,2026-07-02,,Chandigarh,160017
OI-000484,ORD-2026-000292,CUST-0144,2026-06-24 19:24,APL-BTM-F-083,APL-BTM-F-083-S-DEE,S,Deep Plum,2,1499,2998,COD,paid,delivered,MUM-FC1,Delhivery,AWB7742586880,2026-06-26,2026-06-29,2026-07-02,,Chandigarh,160017
OI-000485,ORD-2026-000293,CUST-0158,2026-06-05 11:17,APL-TOP-F-076,APL-TOP-F-076-S-BLA,S,Black,2,799,1598,COD,paid,delivered,DEL-FC1,DTDC,AWB7699506809,2026-06-07,2026-06-11,2026-06-12,,Kochi,682001
OI-000486,ORD-2026-000294,CUST-0126,2026-06-07 09:31,APL-ACC-M-035,APL-ACC-M-035-FS-GOL,Free Size,Gold-Green,1,999,999,UPI,paid,delivered,MUM-FC1,XpressBees,AWB5008746265,2026-06-08,2026-06-14,2026-06-09,,Mumbai,400001
OI-000487,ORD-2026-000294,CUST-0126,2026-06-07 09:31,APL-TOP-F-024,APL-TOP-F-024-S-GRE,S,Grey,2,1499,2998,UPI,paid,delivered,MUM-FC1,XpressBees,AWB5008746265,2026-06-08,2026-06-14,2026-06-09,,Mumbai,400001
OI-000488,ORD-2026-000295,CUST-0156,2026-06-26 19:51,APL-ACC-M-046,APL-ACC-M-046-L-BLA,L,Black,1,499,499,COD,paid,delivered,DEL-FC1,XpressBees,AWB9869273875,2026-06-29,2026-07-02,2026-07-02,,Mumbai,400001
OI-000489,ORD-2026-000296,CUST-0131,2026-05-22 14:49,APL-ACC-F-038,APL-ACC-F-038-FS-GUN,Free Size,Gunmetal,1,899,899,Credit/Debit Card,paid,delivered,MUM-FC1,Ekart,AWB5115871246,2026-05-24,2026-05-29,2026-05-25,,Ahmedabad,380001
OI-000490,ORD-2026-000296,CUST-0131,2026-05-22 14:49,APL-BTM-M-064,APL-BTM-M-064-S-COR,S,Coral,3,999,2997,Credit/Debit Card,paid,delivered,MUM-FC1,Ekart,AWB5115871246,2026-05-24,2026-05-29,2026-05-25,,Ahmedabad,380001
OI-000491,ORD-2026-000297,CUST-0139,2026-06-01 13:40,APL-TOP-M-059,APL-TOP-M-059-L-CHA,L,Charcoal,2,2299,4598,UPI,paid,delivered,DEL-FC1,XpressBees,AWB4794494884,2026-06-02,2026-06-04,2026-06-04,,Jaipur,302001
OI-000492,ORD-2026-000298,CUST-0021,2026-06-29 22:38,APL-TOP-M-056,APL-TOP-M-056-XL-WAS,XL,Washed Black,1,2999,2999,Credit/Debit Card,paid,delivered,MUM-FC1,Bluedart,AWB1705423492,2026-07-02,2026-07-06,2026-07-04,,Mumbai,400001
OI-000493,ORD-2026-000299,CUST-0016,2026-06-04 17:19,APL-TOP-F-069,APL-TOP-F-069-L-MOC,L,Mocha,1,999,999,COD,paid,delivered,MUM-FC1,XpressBees,AWB9219482733,2026-06-04,2026-06-09,2026-06-07,,Jaipur,302001
OI-000494,ORD-2026-000299,CUST-0016,2026-06-04 17:19,APL-TOP-M-058,APL-TOP-M-058-M-WHI,M,White,1,599,599,COD,paid,delivered,MUM-FC1,XpressBees,AWB9219482733,2026-06-04,2026-06-09,2026-06-07,,Jaipur,302001
OI-000495,ORD-2026-000300,CUST-0136,2026-06-02 10:33,APL-BTM-F-080,APL-BTM-F-080-L-BLA,L,Black,1,699,699,COD,paid,delivered,DEL-FC1,XpressBees,AWB7713976624,2026-06-03,2026-06-07,2026-06-04,,Delhi,110001
OI-000496,ORD-2026-000300,CUST-0136,2026-06-02 10:33,APL-BTM-F-033,APL-BTM-F-033-XXL-GRE,XXL,Grey Melange,2,1299,2598,COD,paid,delivered,DEL-FC1,XpressBees,AWB7713976624,2026-06-03,2026-06-07,2026-06-04,,Delhi,110001
